Updated On,State,Total Tested,Tags,Positive,Negative,Unconfirmed,Unnamed: 7,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),Unnamed: 20,Unnamed: 21,Unnamed: 22
10/05/2020,Gujarat,113493.0,Tested,8195.0,105298.0,0.0,,103035.0,,,,,98359.0,https://www.deshgujarat.com/2020/05/10/live-daily-briefing-of-health-department-govt-of-gujarat-by-dr-jayanti-ravi/,,7.22%,1.67,1671.0,,,,
11/05/2020,Gujarat,116470.0,Tested,8541.0,107929.0,0.0,,116072.0,,,,,99813.0,https://gujcovid19.gujarat.gov.in/,,7.33%,1.71,1714.0,,,,
03/04/2020,Haryana,1325.0,Samples Sent,44.0,938.0,343.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/BULLETIN%20EVENING03042020.pdf,,3.32%,0.05,46.0,28672000,,,
07/04/2020,Haryana,2520.0,Samples Sent,141.0,1821.0,558.0,,687.0,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020Morning.pdf,,5.60%,0.09,88.0,,,,
08/04/2020,Haryana,2650.0,Samples Sent,153.0,1885.0,612.0,,545.0,,8649.0,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020%20evening.pdf,,5.77%,0.09,92.0,,,,
09/04/2020,Haryana,2964.0,Samples Sent,156.0,2017.0,719.0,,799.0,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2009042020evening.pdf,,5.26%,0.1,103.0,,,,
10/04/2020,Haryana,3527.0,Samples Sent,162.0,2447.0,918.0,,914.0,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2010042020%20evening.pdf,,4.59%,0.12,123.0,,,,
11/04/2020,Haryana,3663.0,Samples Sent,165.0,2472.0,1026.0,,,,,,,,https://t.me/indiacovid/2051,,4.50%,0.13,128.0,,,,
12/04/2020,Haryana,3903.0,Samples Sent,181.0,2513.0,1209.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin12042020%20evening.pdf,,4.64%,0.14,136.0,,,,
13/04/2020,Haryana,4489.0,Samples Sent,182.0,2961.0,1346.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%201342020%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,4.05%,0.16,157.0,,,,
14/04/2020,Haryana,5210.0,Samples Sent,184.0,3681.0,1345.0,,,,,,,,http://www.nrhmhp.gov.in/,http://www.nhmharyana.gov.in/page.aspx?id=208,3.53%,0.18,182.0,,,,
15/04/2020,Haryana,7388.0,Samples Sent,190.0,5581.0,1617.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20date%2015042020evening.pdf,,2.57%,0.26,258.0,,,,
16/04/2020,Haryana,8064.0,Samples Sent,214.0,6465.0,1408.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%2016-04-2020%20Evening.pdf,,2.65%,0.28,281.0,,,,
17/04/2020,Haryana,8884.0,Samples Sent,223.0,7148.0,1527.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin17_04_2020_Evening.pdf,,2.51%,0.31,310.0,,,,
18/04/2020,Haryana,10454.0,Samples Sent,232.0,8093.0,2143.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20-Morning-%2018-04-2020.pdfhttp://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20Evening%2018-04-2020.pdf,,2.22%,0.36,365.0,,,,
19/04/2020,Haryana,12687.0,Samples Sent,250.0,10230.0,2221.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulletin%2019th%20Aprilevening.pdf,,1.97%,0.44,442.0,,,,
20/04/2020,Haryana,13894.0,Samples Sent,251.0,11523.0,2134.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2020-04-2020.pdf,,1.81%,0.48,485.0,,,,
21/04/2020,Haryana,14562.0,Samples Sent,255.0,12253.0,2068.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2021-04-2020.pdf,,1.75%,0.51,508.0,,,,
22/04/2020,Haryana,15561.0,Samples Sent,264.0,13397.0,1914.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2022-04-2020.pdf,,1.70%,0.54,543.0,,,,
23/04/2020,Haryana,17582.0,Samples Sent,270.0,15452.0,1860.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2023-04-2020.pdf,,1.54%,0.61,613.0,,,,
24/04/2020,Haryana,18845.0,Samples Sent,275.0,16642.0,1928.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2024-04-2020.pdf,,1.46%,0.66,657.0,,,,
25/04/2020,Haryana,20270.0,Samples Sent,287.0,17787.0,2196.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2025-04-2020.pdf,,1.42%,0.71,707.0,,,,
26/04/2020,Haryana,21467.0,Samples Sent,296.0,19241.0,1930.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2026-04-2020.pdf,,1.38%,0.75,749.0,,,,
27/04/2020,Haryana,22993.0,Samples Sent,301.0,20702.0,1990.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2027-04-2020.pdf,,1.31%,0.8,802.0,,,,
28/04/2020,Haryana,24826.0,Samples Sent,308.0,22578.0,1940.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20%2028-04-2020.pdf,,1.24%,0.87,866.0,,,,
29/04/2020,Haryana,26148.0,Samples Sent,311.0,24071.0,1766.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2029-04-2020.pdf,,1.19%,0.91,912.0,,,,
30/04/2020,Haryana,28202.0,Samples Sent,339.0,25929.0,1934.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Buletin%20%2030-04-2020.pdf,,1.20%,0.98,984.0,,,,
01/05/2020,Haryana,30191.0,Samples Sent,357.0,27784.0,2050.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2001-05-2020.pdf,,1.18%,1.05,1053.0,,,,
02/05/2020,Haryana,31200.0,Samples Sent,369.0,28867.0,1964.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Morning%20Bulletin%2002-05-2020.pdf,,1.18%,1.09,1088.0,,,,
03/05/2020,Haryana,35278.0,Samples Sent,442.0,32583.0,2253.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2003-05-2020.pdf,,1.25%,1.23,1230.0,,,,
04/05/2020,Haryana,38183.0,Samples Sent,517.0,34501.0,3120.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%204-05-2020.pdf,,1.35%,1.33,1332.0,,,,
05/05/2020,Haryana,40982.0,Samples Sent,548.0,36806.0,3574.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2005-05-2020.pdf,,1.34%,1.43,1429.0,,,,
06/05/2020,Haryana,43279.0,Samples Sent,594.0,38590.0,4095.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2006-05-2020.pdf,,1.37%,1.51,1509.0,,,,
07/05/2020,Haryana,46495.0,Samples Sent,625.0,41861.0,4009.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2007-05-2020.pdf,,1.34%,1.62,1622.0,,,,
08/05/2020,Haryana,49746.0,Samples Sent,647.0,43974.0,5125.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2008-05-2020.pdf,,1.30%,1.74,1735.0,,,,
09/05/2020,Haryana,53282.0,Samples Sent,675.0,48468.0,4139.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20of%20COVID%2019%20as%20on%20090520%20Evening.pdf,,1.27%,1.86,1858.0,,,,
10/05/2020,Haryana,56983.0,Samples Sent,703.0,51046.0,5234.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2010-05-2020.pdf,,1.23%,1.99,1987.0,,,,
11/05/2020,Haryana,59735.0,Samples Sent,730.0,53697.0,5308.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2011-05-2020.pdf,,1.22%,2.08,2083.0,,,,
12/05/2020,Haryana,61057.0,Samples Sent,741.0,55040.0,5276.0,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Morning%20Buletin%2012-05-2020.pdf,,1.21%,2.13,2129.0,,,,
10/04/2020,Himachal Pradesh,900.0,Tested,30.0,870.0,,,,,,,,,https://twitter.com/nhm_hp/status/1248648731374714880,,3.33%,0.12,123.0,7300000,,,
11/04/2020,Himachal Pradesh,900.0,Tested,30.0,870.0,0.0,,,,,,,,http://www.nrhmhp.gov.in/,,3.33%,0.12,123.0,,,,
12/04/2020,Himachal Pradesh,1113.0,Tested,32.0,944.0,137.0,,,,,,,,https://twitter.com/nhm_hp/status/1249299563308974085?s=09,,2.88%,0.15,152.0,,,,
13/04/2020,Himachal Pradesh,1210.0,Tested,32.0,1109.0,69.0,,,,,,,,https://twitter.com/ANI/status/1249664611621703680?s=09,,2.64%,0.17,166.0,,,,
14/04/2020,Himachal Pradesh,1311.0,Tested,32.0,1232.0,47.0,,,,,,,,https://twitter.com/nhm_hp/status/1250095208496132096/photo/1,,2.44%,0.18,180.0,,,,
15/04/2020,Himachal Pradesh,1426.0,Tested,35.0,1391.0,0.0,,,,,,,,https://twitter.com/nhm_hp/status/1250447162388824064?s=19,,2.45%,0.2,195.0,,,,
16/04/2020,Himachal Pradesh,1604.0,Tested,35.0,1559.0,10.0,,,,,,,,https://twitter.com/nhm_hp/status/1250826722766761986?s=09,,2.18%,0.22,220.0,,,,
17/04/2020,Himachal Pradesh,1992.0,Tested,36.0,1740.0,216.0,,,,,,,,https://twitter.com/nhm_hp/status/1251189060976037890/photo/1,,1.81%,0.27,273.0,,,,
18/04/2020,Himachal Pradesh,2207.0,Tested,39.0,2091.0,77.0,,,,,,,,https://twitter.com/nhm_hp/status/1251554269267779584?s=19,,1.77%,0.3,302.0,,,,
19/04/2020,Himachal Pradesh,2553.0,Tested,39.0,2337.0,177.0,,,,,,,,https://twitter.com/nhm_hp/status/1251902095738810368?s=19,,1.53%,0.35,350.0,,,,
20/04/2020,Himachal Pradesh,2892.0,Tested,39.0,2714.0,139.0,,,,,,,,https://twitter.com/nhm_hp/status/1252268502104313856/photo/1,,1.35%,0.4,396.0,,,,
21/04/2020,Himachal Pradesh,3341.0,Tested,39.0,2933.0,369.0,,,,,,,,https://twitter.com/nhm_hp/status/1252581823864946690,,1.17%,0.46,458.0,,,,
22/04/2020,Himachal Pradesh,3700.0,Tested,39.0,3510.0,151.0,,,,,,,,https://twitter.com/nhm_hp/status/1253011070173798402?s=09,,1.05%,0.51,507.0,,,,
23/04/2020,Himachal Pradesh,4020.0,Tested,40.0,3943.0,37.0,,,,,,,,https://twitter.com/nhm_hp/status/1253364412880019456?s=19,,1.00%,0.55,551.0,,,,
24/04/2020,Himachal Pradesh,4328.0,Tested,40.0,4160.0,128.0,,,,,,,,https://twitter.com/nhm_hp/status/1253724575323557890,,0.92%,0.59,593.0,,,,
25/04/2020,Himachal Pradesh,4623.0,Tested,40.0,4363.0,220.0,,,,,,,,https://twitter.com/nhm_hp/status/1254028713022406657,,0.87%,0.63,633.0,,,,
26/04/2020,Himachal Pradesh,4901.0,Tested,40.0,4794.0,67.0,,,,,,,,https://twitter.com/nhm_hp/status/1254445018900836353?s=19,,0.82%,0.67,671.0,,,,
27/04/2020,Himachal Pradesh,5106.0,Tested,40.0,5022.0,44.0,,,,,,,,https://twitter.com/nhm_hp/status/1254806333687242755,,0.78%,0.7,699.0,,,,
28/04/2020,Himachal Pradesh,5391.0,Tested,40.0,5344.0,7.0,,,,,,,,https://twitter.com/nhm_hp/status/1255171851342544898?s=19,,0.74%,0.74,738.0,,,,
29/04/2020,Himachal Pradesh,5772.0,Tested,40.0,5726.0,6.0,,,,,,,,https://twitter.com/nhm_hp/status/1255532748296650752/photo/1,,0.69%,0.79,791.0,,,,
30/04/2020,Himachal Pradesh,6133.0,Tested,40.0,6091.0,2.0,,,,,,,,https://twitter.com/nhm_hp/status/1255895001474772999?s=19,,0.65%,0.84,840.0,,,,
01/05/2020,Himachal Pradesh,6472.0,Tested,40.0,6432.0,0.0,,,,,,,,https://twitter.com/nhm_hp/status/1256255886873378819?s=19,,0.62%,0.89,887.0,,,,
02/05/2020,Himachal Pradesh,6836.0,Tested,40.0,6791.0,5.0,,,,,,,,https://twitter.com/nhm_hp/status/1256613842806685696?s=09,,0.59%,0.94,936.0,,,,
03/05/2020,Himachal Pradesh,7185.0,Tested,40.0,7133.0,12.0,,,,,,,,https://twitter.com/nhm_hp/status/1256973348841631744?s=19,,0.56%,0.98,984.0,,,,
04/05/2020,Himachal Pradesh,7430.0,Tested,41.0,7320.0,69.0,,,,,,,,https://twitter.com/nhm_hp/status/1257350626142564357?s=19,,0.55%,1.02,1018.0,,,,
05/05/2020,Himachal Pradesh,7893.0,Tested,42.0,7800.0,51.0,,,,,,,,https://twitter.com/nhm_hp/status/1257705232416595968?s=09,,0.53%,1.08,1081.0,,,,
06/05/2020,Himachal Pradesh,8491.0,Tested,43.0,8055.0,393.0,,,,,,,,https://twitter.com/nhm_hp/status/1258006647970000901?s=19,,0.51%,1.16,1163.0,,,,
07/05/2020,Himachal Pradesh,9005.0,Tested,46.0,8833.0,126.0,,,,,,,,https://twitter.com/nhm_hp/status/1258423693891399681?s=19,,0.51%,1.23,1234.0,,,,
08/05/2020,Himachal Pradesh,9522.0,Tested,50.0,9434.0,38.0,,,,,,,,https://twitter.com/nhm_hp/status/1258803799201906690?s=19,,0.53%,1.3,1304.0,,,,
09/05/2020,Himachal Pradesh,10208.0,Tested,52.0,10047.0,109.0,,,,,,,,https://twitter.com/nhm_hp/status/1259151303114186753?s=19,,0.51%,1.4,1398.0,,,,
10/05/2020,Himachal Pradesh,10791.0,Tested,55.0,10343.0,393.0,,,,,,,,https://twitter.com/nhm_hp/status/1259456413870354432?s=19,,0.51%,1.48,1478.0,,,,
11/05/2020,Himachal Pradesh,11267.0,Tested,59.0,11016.0,192.0,,,,,,,,https://twitter.com/nhm_hp/status/1259878101313560576/photo/1,,0.52%,1.54,1543.0,,,,
12/05/2020,Himachal Pradesh,12219.0,Tested,65.0,11400.0,754.0,,,,,,,,https://twitter.com/nhm_hp/status/1260191283135447040,,0.53%,1.67,1674.0,,,,
05/04/2020,Jammu and Kashmir,1551.0,Reports Received,106.0,1429.0,16.0,,,,,,,,https://twitter.com/diprjk/status/1246764514135040000,,6.83%,0.12,117.0,13203000,,,
10/04/2020,Jammu and Kashmir,2961.0,Reports Received,207.0,2754.0,,,415.0,,,,,,https://twitter.com/diprjk/status/1248598584380887042/photo/1,,6.99%,0.22,224.0,,,,
11/04/2020,Jammu and Kashmir,3206.0,Reports Received,224.0,2982.0,,,422.0,,,,,,https://twitter.com/diprjk/status/1248973710284820486?s=19,,6.99%,0.24,243.0,,,,
12/04/2020,Jammu and Kashmir,3600.0,Reports Received,245.0,3355.0,,,433.0,,,,,,https://twitter.com/diprjk/status/1249325016266637313,https://twitter.com/diprjk,6.81%,0.27,273.0,,,,
13/04/2020,Jammu and Kashmir,4065.0,Reports Received,270.0,3795.0,,,354.0,,,,,,https://twitter.com/diprjk/status/1249691818737844224,,6.64%,0.31,308.0,,,,
14/04/2020,Jammu and Kashmir,4619.0,Reports Received,278.0,4341.0,,,365.0,,,,,,https://twitter.com/diprjk/status/1250065146074071041/photo/2,,6.02%,0.35,350.0,,,,
15/04/2020,Jammu and Kashmir,5171.0,Reports Received,300.0,4871.0,,,270.0,,,,,,https://twitter.com/diprjk/status/1250429960319152128?s=19,,5.80%,0.39,392.0,,,,
16/04/2020,Jammu and Kashmir,5680.0,Reports Received,314.0,5366.0,,,265.0,,,,,,https://mobile.twitter.com/diprjk/status/1250767946072199168/photo/2,,5.53%,0.43,430.0,,,,
17/04/2020,Jammu and Kashmir,6438.0,Reports Received,328.0,6110.0,,,260.0,,,,,,https://mobile.twitter.com/diprjk/status/1251154157924282371/photo/2,,5.09%,0.49,488.0,,,,
18/04/2020,Jammu and Kashmir,6937.0,Reports Received,341.0,6596.0,,,252.0,,,,,,https://twitter.com/diprjk/status/1251512200130228233,,4.92%,0.53,525.0,,,,
19/04/2020,Jammu and Kashmir,7895.0,Reports Received,350.0,7545.0,,,264.0,,,,,,https://twitter.com/diprjk/status/1251889101550174209?s=19,,4.43%,0.6,598.0,,,,
20/04/2020,Jammu and Kashmir,8612.0,Reports Received,368.0,8244.0,,,229.0,,,,,,https://twitter.com/diprjk/status/1252217115072839682/photo/2,,4.27%,0.65,652.0,,,,
21/04/2020,Jammu and Kashmir,9220.0,Reports Received,380.0,8840.0,,,248.0,,,,,,https://twitter.com/diprjk/status/1252595792776294400,,4.12%,0.7,698.0,,,,
22/04/2020,Jammu and Kashmir,10039.0,Reports Received,407.0,9632.0,,,252.0,,,,,,https://twitter.com/diprjk/status/1252948284328431618/photo/2,,4.05%,0.76,760.0,,,,
23/04/2020,Jammu and Kashmir,10977.0,Reports Received,427.0,10550.0,,,279.0,,,,,,https://twitter.com/diprjk/status/1253301875320909824/photo/2,,3.89%,0.83,831.0,,,,
24/04/2020,Jammu and Kashmir,11764.0,Reports Received,454.0,11310.0,,,260.0,,,,,,https://twitter.com/diprjk/status/1253683232073080832,,3.86%,0.89,891.0,,,,
25/04/2020,Jammu and Kashmir,12835.0,Reports Received,494.0,12341.0,,,263.0,,,,,,https://twitter.com/diprjk/status/1254041627196297217,,3.85%,0.97,972.0,,,,
26/04/2020,Jammu and Kashmir,13959.0,Reports Received,523.0,13436.0,,,258.0,,,,,,https://twitter.com/diprjk/status/1254371474212884485/photo/2,,3.75%,1.06,1057.0,,,,
27/04/2020,Jammu and Kashmir,14988.0,Reports Received,546.0,14442.0,,,259.0,,,,,,https://twitter.com/diprjk/status/1254769375883620353,,3.64%,1.14,1135.0,,,,
28/04/2020,Jammu and Kashmir,16619.0,Reports Received,565.0,16054.0,,,255.0,,,,,,https://twitter.com/diprjk/status/1255107665719472133?s=19,,3.40%,1.26,1259.0,,,,
29/04/2020,Jammu and Kashmir,18450.0,Reports Received,581.0,17869.0,,,244.0,,,,,,https://twitter.com/diprjk/status/1255484146765479937?s=19,,3.15%,1.4,1397.0,,,,
30/04/2020,Jammu and Kashmir,19746.0,Reports Received,614.0,19132.0,,,193.0,,,,,,https://twitter.com/diprjk/status/1255851072364507139,,3.11%,1.5,1496.0,,,,
01/05/2020,Jammu and Kashmir,21695.0,Reports Received,639.0,21056.0,,,185.0,,,,,,https://twitter.com/diprjk/status/1256194278877016065/photo/2,,2.95%,1.64,1643.0,,,,
02/05/2020,Jammu and Kashmir,23406.0,Reports Received,666.0,22794.0,,,188.0,,,,,,https://twitter.com/diprjk/status/1256554999880077315/photo/2,,2.85%,1.77,1773.0,,,,
03/05/2020,Jammu and Kashmir,26038.0,Reports Received,701.0,25337.0,,,183.0,,,,,,https://twitter.com/diprjk/status/1256923632846209027?s=19,,2.69%,1.97,1972.0,,,,
04/05/2020,Jammu and Kashmir,28199.0,Reports Received,726.0,27473.0,,,182.0,,,,,,https://twitter.com/diprjk/status/1257302642537033732,,2.57%,2.14,2136.0,,,,
05/05/2020,Jammu and Kashmir,31312.0,Reports Received,741.0,30571.0,,,213.0,,,,,,https://twitter.com/diprjk/status/1257662279602053120?s=19,,2.37%,2.37,2372.0,,,,
06/05/2020,Jammu and Kashmir,34277.0,Reports Received,775.0,33502.0,,,190.0,,,,,,https://twitter.com/diprjk/status/1258032912064286730,,2.26%,2.6,2596.0,,,,
07/05/2020,Jammu and Kashmir,37706.0,Reports Received,793.0,36913.0,,,186.0,,,,,,https://twitter.com/diprjk/status/1258386298240286721,,2.10%,2.86,2856.0,,,,
08/05/2020,Jammu and Kashmir,42427.0,Reports Received,823.0,41604.0,,,186.0,,,,,,https://twitter.com/diprjk/status/1258734793769934849?s=19,,1.94%,3.21,3213.0,,,,
09/05/2020,Jammu and Kashmir,44753.0,Reports Received,836.0,43917.0,,,137.0,,,,,,https://twitter.com/diprjk/status/1259089888302952448,,1.87%,3.39,3390.0,,,,
10/05/2020,Jammu and Kashmir,47080.0,Reports Received,861.0,46291.0,,,177.0,,,,,,https://twitter.com/diprjk/status/1259477829839777792?s=19,,1.83%,3.57,3566.0,,,,
11/05/2020,Jammu and Kashmir,51334.0,Reports Received,879.0,50455.0,,,190.0,,,,,,https://twitter.com/diprjk/status/1259833146410852352/photo/2,,1.71%,3.89,3888.0,,,,
12/05/2020,Jammu and Kashmir,53726.0,Reports Received,934.0,52792.0,,,153.0,,,,,,https://twitter.com/diprjk/status/1260200858555494400,,,,,,,,
13/05/2020,Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,,
10/04/2020,Jharkhand,1340.0,Tested,14.0,1326.0,,,,,2891.0,239.0,,,https://twitter.com/BannaGupta76/status/1248679134676443136,,1.04%,0.04,36.0,37403000,,,
11/04/2020,Jharkhand,1546.0,Tested,17.0,1529.0,366.0,,,,2891.0,239.0,,,https://twitter.com/BannaGupta76/status/1249017689827205121?s=20,,1.10%,0.04,41.0,,,,
12/04/2020,Jharkhand,1683.0,Tested,17.0,1666.0,434.0,,,,2891.0,239.0,,,https://twitter.com/RanchiPIB/status/1249357914571038724,,1.01%,0.04,45.0,,,,
13/04/2020,Jharkhand,1982.0,Tested,19.0,1963.0,541.0,,,,2891.0,239.0,,,https://twitter.com/RanchiPIB/status/1249748332857053186?s=20,,0.96%,0.05,53.0,,,,
14/04/2020,Jharkhand,2334.0,Tested,27.0,2307.0,451.0,,,,2891.0,239.0,,,https://mobile.twitter.com/FobGumla/status/1250155260691144704/photo/1,,1.16%,0.06,62.0,,,,
17/04/2020,Jharkhand,3143.0,Tested,32.0,3111.0,,,,,2891.0,239.0,,,https://mobile.twitter.com/FobGumla/status/1251192890342158338,,1.02%,0.08,84.0,,,,
18/04/2020,Jharkhand,3431.0,Tested,33.0,3398.0,,,,,2891.0,239.0,,,https://twitter.com/FobGumla/status/1251564826863628289?s=09,,0.96%,0.09,92.0,,,,
19/04/2020,Jharkhand,3646.0,Tested,38.0,3608.0,,,,,2891.0,239.0,,,https://mobile.twitter.com/FobGumla/status/1251922007429492736,,1.04%,0.1,97.0,,,,
20/04/2020,Jharkhand,4235.0,Tested,45.0,4190.0,,,,,2891.0,239.0,,,https://mobile.twitter.com/RanchiPIB/status/1252286622701219840,,1.06%,0.11,113.0,,,,
21/04/2020,Jharkhand,,Tested,,,,,,,,,,,,,,0.0,0.0,,,,
22/04/2020,Jharkhand,5176.0,Tested,49.0,5127.0,,,,,2891.0,239.0,,,https://twitter.com/RanchiPIB/status/1253147423527993345?s=09,,0.95%,0.14,138.0,,,,
23/04/2020,Jharkhand,5380.0,Tested,53.0,5327.0,,,,,,,,,https://twitter.com/FobGumla/status/1253342601530368001?s=09,,0.99%,0.14,144.0,,,,
24/04/2020,Jharkhand,6162.0,Tested,57.0,6105.0,,,,,,,,,https://twitter.com/FobGumla/status/1253727385851015170/photo/1,,0.93%,0.16,165.0,,,,
25/04/2020,Jharkhand,6970.0,Tested,67.0,6903.0,,,,,,,,,https://twitter.com/FobGumla/status/1254135906212012034,,0.96%,0.19,186.0,,,,
26/04/2020,Jharkhand,7806.0,Tested,82.0,7724.0,,,,,,,,,https://twitter.com/FobGumla/status/1254496811949023232?s=19,,1.05%,0.21,209.0,,,,
27/04/2020,Jharkhand,8757.0,Tested,103.0,8654.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1254812298784342018?s=19,,1.18%,0.23,234.0,,,,
28/04/2020,Jharkhand,9408.0,Tested,105.0,9303.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1255181900785696769?s=19,,1.12%,0.25,252.0,,,,
29/04/2020,Jharkhand,10268.0,Tested,107.0,10161.0,,,,,,,,,https://twitter.com/FobGumla/status/1255623927360962560/photo/1,,1.04%,0.27,275.0,,,,
30/04/2020,Jharkhand,10987.0,Tested,109.0,10878.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1256075687296827392?s=19,,0.99%,0.29,294.0,,,,
01/05/2020,Jharkhand,11771.0,Tested,113.0,11658.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1256411187119611906,,0.96%,0.31,315.0,,,,
02/05/2020,Jharkhand,12393.0,Tested,115.0,12278.0,,,,,,,,,https://twitter.com/FobGumla/status/1256609438334545921?s=19,,0.93%,0.33,331.0,,,,
03/05/2020,Jharkhand,13055.0,Tested,115.0,12940.0,,,,,,,,,https://twitter.com/ANI/status/1256975540772364289?s=19,,0.88%,0.35,349.0,,,,
04/05/2020,Jharkhand,13832.0,Tested,115.0,13717.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1257324103532285952?s=20,,0.83%,0.37,370.0,,,,
05/05/2020,Jharkhand,15064.0,Tested,125.0,14939.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1257725928257531905,https://t.me/indiacovid/4093,0.83%,0.4,403.0,,,,
06/05/2020,Jharkhand,15908.0,Tested,127.0,15799.0,,,,,,,,,https://twitter.com/RanchiPIB/status/1258054089935470592,https://t.me/indiacovid/4162,0.80%,0.43,425.0,,,,
07/05/2020,Jharkhand,17101.0,Tested,132.0,16969.0,,,,,,,,,https://twitter.com/RobRanchi/status/1258426829561462784?s=19,,0.77%,0.46,457.0,,,,
08/05/2020,Jharkhand,17219.0,Tested,132.0,17087.0,,,,,,,,,https://twitter.com/RobRanchi/status/1258652457481076736,,0.77%,0.46,460.0,,,,
09/05/2020,Jharkhand,18632.0,Tested,154.0,18478.0,,,,,,,,,https://twitter.com/RobRanchi/status/1259013915737878531?s=19,,0.83%,0.5,498.0,,,,
10/05/2020,Jharkhand,20832.0,Tested,157.0,20675.0,,,,,,,,,https://twitter.com/RobRanchi/status/1259523301606658048?s=19,,0.75%,0.56,557.0,,,,
11/05/2020,Jharkhand,21201.0,Tested,160.0,21041.0,,,,,,,,,https://twitter.com/RobRanchi/status/1259763103123685376/photo/1,,,,,,,,
12/05/2020,Jharkhand,22815.0,Tested,164.0,22651.0,,,,,,,,,https://twitter.com/RobRanchi/status/1260121296676904961?s=19,,,,,,,,
